text,label
ainda acordo todas as manhãs me sentindo tão abençoado por estar aqui e incapaz de acreditar que tenho a sorte de poder chamar essa família incrível de minha para o resto da vida,1
"eu sei que scones não são um alimento obrigatório, mas estou determinado a viver um estilo de vida frugal sem me sentir privado",0
sinto aquela horrível impotência de melhorar as coisas para eles e parece que isso vai me matar por dentro,0
"tenho mais algumas dessas, mas depois de tirar fotos da minha casa, sinto que é muito bagunçado postar fotos on-line, então vou limpar um pouco antes de publicá-las",0
"eu me sinto odiado, odiado",0
tenho me sentido muito entorpecido,0
estou me sentindo a vadia rancorosa e vingativa que posso ser às vezes,2
"tive a sensação, pelo olhar dela, de que ela era sincera",1
tenho certeza de que minha mente não é uma só,1
eu sinto que é uma pena não ser o dono da trilha sonora,0
"não pensei que isso aconteceria tão rápido ou que aconteceria, mas suponho que seja porque me sinto mal-humorado hoje",2
tenho a sensação de que vou ser teimoso quanto a isso,2
me sinto sozinho e perdido,0
eu me sentiria vazio,0
"começo a me sentir agitado, sem paciência e quase irritado",2
"eu sei que é fácil distorcer as coisas para criar uma explicação e ainda não tenho certeza se tenho uma, mas isso me ajudou a me sentir um pouco menos bravo",2
"estou me sentindo tão rico e sim, eu sei que sou tão abençoado",1
"adoro parte da cobertura da mídia, mas às vezes sinto que eles colocam uma imagem feia",0
sinto como se estivesse sendo um pouco negligente com meus colegas blogueiros,0
não acredito que o momento em que me sinto mais útil é quando estou lavando a louça,1
estou me sentindo muito sozinho aqui agora e é apenas segunda-feira do semestre,0
"eu me sinto muito desajeitado socialmente e não gosto de sair e conhecer novas pessoas, fazer coisas em grupos e ser aventureiro",0
admiro o atletismo sinto que me divertiria mais se pudesse ver pessoas gravemente fora de forma participando de eventos olímpicos,1
"sinto-me horrível porque me sinto horrível, pior ainda pelo facto de não ter feito exercício",0
"eu odiaria ser mordido, imagine se a secretária estiver irritada naquele dia, hein",2
eu sinto isso e estou infeliz,0
"eu sei que nunca mais verei este lugar e isso partiria meu coração se uma espessa camada de musgo não o envolvesse em uma casca grossa abafando todos os outros sentimentos mais agudos, agradáveis ​​ou dolorosos",1
"sou um anônimo graduado em Direito que se encontra marginalmente apegado e inundado em um mar de colegas contratados com excesso de escolaridade, mas mal pagos, que se sentem e foram enganados pela promessa de uma vida melhor por meio de dívidas e da química moderna",1
"eu realmente sinto que a contribuição de todos vocês para o mundo dos blogs, especialmente no que diz respeito à educação de escritores, é muito valiosa",1
eu sinto que seria muito inteligente e me envolveria em muitas coisas o tempo todo,1
"eu sei que ela está certa porque me sinto com mais energia, acordada, paciente e feliz quando corro diariamente, mas ainda me sinto um pouco mal também porque acredito que o leite materno é muito melhor para os bebês do que a fórmula",1
"eu rapidamente saí, ele acrescentou, sinto vergonha de perguntar, esperando entrar em algum tipo de conversa com ele",0
eu odiei que quando fiquei bêbado passei o dia seguinte inteiro dormindo e me sentindo tonto,0
sinto-me agitado e o resultado não é agradável o oposto de calmo e tranquilo,2
sinto-me tão honrado que os alunos venham às minhas aulas,1
"tenho uma sensação de ansiedade, sinto que em breve já será real, então preciso ser impecável",1
me sinto muito rico muito abençoado muito alegre,1
"eu realmente sinto, mas de alguma forma não é suficiente para eu odiá-lo ou ficar bravo",2
o que sinto é que não consigo me afastar o suficiente daquilo que alimenta a melancolia por tempo suficiente para que ela simplesmente murche e morra,0
"quero entrar desafiando, mas vindo de uma cultura diferente, sinto-me ofendido por não ter permissão",2
eu estava me sentindo rebelde então comi,2
"eu me sinto agitado, inquieto ou nervoso com frequência",2
estou me sentindo bastante satisfeito comigo mesmo esta noite porque fiz isso,1
"eu sinto que deveria ter odiado ativamente cada segundo, em vez de apenas suportar tudo",2
sinto um puxão violento na órbita do olho,2
eu me sinto tão despreocupado agorawwwwww,1
fiquei desanimado e sem esperança mais uma vez,0
eu sinto que isso vai ficar muito complicado para ser consertado e voltar à estrada novamente,0
"sinto-me frustrado porque noutros dias não é mais fácil lembro-me que a bênção da investigação, aprendizagem, tentativa e erro, sucesso e paciência arduamente conquistados, dar-me-ão um jardim muito melhor a longo prazo",2
"eu estava doente com um amplificador frio, não me sentindo bem, me perguntando se eu teria paciência para ir à sessão de fotos do mês de Whitley",1
"Fiquei tentado a me sentir um pouco amargo, mas então vi isso",2
Acredito fortemente que os alunos deveriam ser punidos devido ao quão bem ou mal eles se saíram em comparação com um grupo de pessoas completamente não relacionadas,0
quero ter um emprego onde seja permanente e onde me sinta valorizado,1
"eu me preocupo com o progresso emocional, espiritual e intelectual de alguém a ponto de sentir que devo me esforçar nesse progresso e é importante para mim que isso seja amor",1
"Na verdade, me sentirei confortável falando com outras pessoas apenas em japonês, estou muito feliz com meu progresso atual",1
sinto que pelo menos namorar com eles não seria em vão,0
gosto de manter um registro da minha vida por escrito e em imagens e sinto que isso é ainda mais importante agora que tenho um bebê,1
"eu não me sinto infeliz, miserável, miserável, taciturno, sombrio, desamparado ou com o coração partido",0
eu realmente estou me sentindo terrivelmente irritado e um pouco deprimido,2
sinto-me mais que honrada por fazer parte desta série e me juntar a todas essas mulheres maravilhosas e talentosas em uma celebração da feminilidade,1
sinto-me mais confiante nesta equipa neste momento do que há quatro horas,1
sinto que tenham um fabuloso fim de semana de observação de pássaros a todos,1
estou me sentindo apressado e como se devesse ter planejado certas coisas neste verão que não posso mais fazer,2
eu sinto aquela brisa fria,2
tento inspirar quando me sinto frustrado e expirar a calma que desejo,2
"sinto que a linguagem do aviso é bastante benigna, mas estou aberto a sugestões sobre como melhorá-la",1
"eu sabia para onde as coisas estavam indo, mas isso realmente não me preparou para o desgosto, mesmo eu sentiria meu coração partido por Danielle e todas as outras esposas de militares que tiveram que passar por perder o marido tentando proteger nosso país",0
de repente me sinto muito mais inteligente e talentoso do que ontem à noite,1
"eu entendo o que ele realmente faz, sinto que todos deveriam comprá-lo só porque tem um cheiro incrível",1
"sinto como se não pudesse suportar o movimento de acolchoá-lo, embora a ideia disso tenha me encantado há apenas alguns dias",1
eu me sinto sem coração agora me sinto entediado e não acredito mais no amor,2
fui altamente crítico do livro de dennis covington neste artigo devo admitir que ele disse algo que tem mérito nesta discussão quando observou em seus capítulos finais que esse sentimento por Deus é um negócio perigoso,2
"refiro-me, é claro, embora não possa deixar de me sentir ironicamente, em retrospecto, ao filho de Loudon com Kate McGarrigle, o próprio bastante talentoso, Rufus Wainwright",1
me sinto sozinho alguns dias antes do meu aniversário,0
eu sinto que capturei todos os seus olhares doces,1
sinto que preciso de fotos fofas para compartilhar,1
eu estava me sentindo tão deprimido comigo mesmo,0
"às vezes fico com muita raiva porque, pelo amor de Deus, já passamos por o suficiente",2
sinto muito por Rafael Bosch,0
"O que espero é que certas pessoas possam cuidar de coisas mais importantes em suas vidas, mas ainda assim voltem a blogar se sentirem falta de blogar",0
"não me sinto confortável em ficar em minha casa sinto-me implacável quando me pedem para fazer algo, canso quase o tempo todo e entediado sem meu próprio dinheiro",1
acho que estou me sentindo generoso hoje e por isso decidi oferecer uma oferta fabulosa nas minhas estampas mais populares no momento,1
começo a me sentir desagradável com o fandom de anime em geral,0
estou me sentindo muito despreocupado e hoje foi muito despreocupado,1
"estou me sentindo infeliz e doente, mas esperando que, com a quantidade de sono que estou tendo, não tenha tido muita escolha, tomei zero energia, remédios para resfriado, vitaminas e muitos líquidos, tenho grandes esperanças de me sentir melhor amanhã",0
estou me sentindo irritado e horrível,2
sinto-me incomodado por causa da mudança contínua da nossa porta da frente,0
"perguntei a ele o que o fazia se sentir tão fabuloso e ele disse que estou saudável, minha família é saudável e vivemos em um país livre",1
"acordei me sentindo incrivelmente contente e otimista hoje, porém acordei com um resfriado terrível e uma completa falta de energia",1
eu realmente sinto que fui injustiçado como paciente,2
sinto que Gulam Ali é ainda mais talentoso do que muitos outros cantores clássicos,1
"eu sou o cara certo para alguém que quer um cara genuíno que os trate bem, passe bons momentos com eles e os faça se sentir especiais",1
"eu me sinto como um pequeno traidor ganancioso, estou olhando entre essas capas, ei, cara melequenta, me leve",2
eu sinto que fui um idiota rude no narguilé,2
estou com o coração partido por Bryan,0
eu sinto como se eu tivesse fingido tudo,0
eu me sentiria diferente se acreditasse que os líderes eram perfeitamente verdadeiros,1
"fizeram-me sentir que era minha culpa não conseguir controlar o meu marido e o seu comportamento violento, mesmo que eles acreditassem que isso existia",2
"sinto que é importante revelar as lições que você aprendeu em tempos difíceis, juntamente com aquelas que você aprendeu em momentos incríveis, quando você está se esforçando para construir um público por meio da honestidade e autenticidade",1
fico enojado quando preciso agir de maneira fofa como as ações de gwiyomi,2
eu disse que me sinto incrivelmente grato no geral,1
sinto-me inspirado e ansioso para continuar quando o sol brilha,1
só espero poder andar até lá porque minhas coxas não estão nada amigáveis ​​hoje,1
"Sou introvertido, quero dizer, fico reenergizado por estar sozinho e de preferência em um lugar tranquilo, então os momentos na cozinha da tripulação, quando há muitas pessoas em um lugar relativamente pequeno, todas conversando ao mesmo tempo, podem me deixar com uma sensação de esgotamento e necessidade de um quarto escuro com nada além de ruídos de baleias",0
"eu acho esse perfume bastante genérico, na verdade sinto que a carroceria de amplificadores de banho não investiu muito tempo nesta coleção, como se eles tivessem criado doce em paris, então decidiram juntar dois outros aromas previsíveis",1
"gosto da pessoa que me tornei porque me sinto muito mais despreocupada e liberada, mas ao mesmo tempo não me reconheço",1
estou entorpecido agora pensei que estava com raiva mas agora não sei não sinto nada deveria estar triste deveria estar feliz ou com raiva não sei mais como sentir,0
eu me sinto tão descontente com minha vida atualmente,0
"estou começando a não acreditar no todo, tudo acontece por uma razão ou Deus tem um plano porque eu sinto que Deus é amor e não há nenhuma maneira de ele torturar a mim e a outras mulheres como fomos torturados lidando com questões de fertilidade",2
estou realmente impaciente porque isso está demorando tanto,2
eu quero dizer como eu quero me sentir tão amargo e irritado,2
eu sei como é enfrentar clientes irados,2
"sempre tive pessoas em minha vida que se esforçaram para me rebaixar, me enganar ou me fazer sentir como se eu fosse completamente idiota ou não fosse digno o suficiente",0
estou me sentindo bem,1
"estou me preparando para mais uma noite sem dormir, não consigo evitar de sentir vergonha de mim mesmo por me sentir assim",0
estou me sentindo bastante satisfeito esta semana,1
"eu não jogaria isso no oceano, mas não sinto que teria perdido algo na minha carreira se não ganhasse um Oscar",0
"Sinto-me privilegiado por ter narrado a autobiografia de Erik Prince, aos guerreiros civis, a história interna de Blackwater e os heróis anônimos da guerra ao terror, que será lançada nesta segunda-feira, novembro.",1
"não estou acostumado a sentir dependência ou carência por ser carente, não sou eu ou pelo menos não era antes de recentemente",0
estou me sentindo esperançoso e ansioso mais uma vez,1
eu me sinto tão confortável perto dele,1
me sinto privilegiado por ter a oportunidade de fazer parte de tudo isso,1
eu amo esse garotinho e às vezes sinto o quão inadequada sou como mãe para ele,0
eu mantenho essas coisas predominantemente para fins de correção e não vou planejar agora para criar um estilo aplicando ingredientes de doze meses anteriores até que eu me sinta muito mais perverso do que o normal,0
"não malhei hoje, mas sinto que não vou sentir isso, estou tão estressado no trabalho e na vida que esta semana está simplesmente ruim",2
me sinto triste e desanimado,0
"Tenho passado por ciclos de felicidade até uma sensação de estar tranquilo, até uma sensação de estar realmente deprimido, até ficar tranquilo novamente e depois voltar ao início",1
"provavelmente não poderia voltar para Washington permanentemente depois que o bebê estiver aqui, pelo menos não por um tempo, embora eu esteja indeciso há algum tempo sobre se quero ou não, sim, azul, sei como você se sente sobre isso, mas ainda não estou completamente convencido",1
"Tenho a sensação de que ele será um favorito casual se azul ou vermelho forem cores fortes em suas mesas casuais, caso contrário, eu poderia vê-lo em decks de torneio enquanto o vermelho é popular e possivelmente quando se o azul pisar em seu lugar, um bloco Zendikar gira para fora",1
"eu me sinto assim, considerando que a maioria das pessoas finge ser como é e muito poucas são sinceras",1
eu sinto que dá ainda mais detalhes e detalhes da época do que o sharpe e certamente é bom o suficiente para ler de capa a capa,1
sinto que cheguei a um patamar em que não compro tanto como costumava e sinto-me mais satisfeito com o meu guarda-roupa e estilo pessoal,1
aprendi da maneira mais difícil e depois de estar aqui por cerca de três horas você se sentirá como se estivesse aqui há meses por causa de todas as pessoas amigáveis ​​com quem você vai parar e conversar,1
me sinto muito infeliz e incompleto,0
sinto que algo maravilhoso vai acontecer,1
me sinto rejeitado e indesejado,0
o que estou entendendo é que sinto que aceitei a marca da besta quando eles atiraram em mim e pensei que eles iriam me matar e gritei tão alto que não queria morrer,1
"tento não deixar a ignorância deles me afetar se tiver energia e isso parece importante, às vezes vou envolvê-los em um pequeno debate leve e tentar ampliar sua visão do mundo",1
"estou me sentindo péssimo, posso descartar um dia lindo, se estou me sentindo alegre e alegre, então o mais triste dos dias se torna tolerável",0
vou assumir a obrigação moral de encontrar uma maneira de me sentir muito rico todos os dias,1
"pensei em encobrir o que realmente estava sentindo e dizer algo agradável sobre todas as coisas ruins que ele fez, sejam elas quais forem.",1
"tenho uma sensação irônica de que não sinto nada de especial, mas ainda sorrio amplamente sempre que ele me diz algo",1
"eu realmente gosto dele, ele tem bons costumes e é muito legal e respeitoso comigo, mas é como se eu ainda pertencesse ao Brad e não consegui me imaginar com Eric porque ele é muito inocente",1
às vezes fico ressentido por isso ter entrado em nossas vidas neste momento,2
às vezes fico desanimado quando percebo o quão longe estou da minha própria cultura,0
estou tão emocionado por me sentir abençoado por você que tenho que rezar para que esta seja a última vez que digo parabéns para você,1
"eu me sinto muito popular e também um pouco de pressão para continuar assim, o que é exatamente o que eu preciso",1
me sinto desesperado e fora de controle,0
"me sinto péssimo por ter cancelado a visita de um dos meus melhores amigos, mas a viagem estava me estressando porque minhas horas de babá foram reduzidas e eu não tinha dinheiro para isso",0
escalei uma montanha e fui até uma aldeia onde as pessoas olhavam para mim as crianças pareciam assustadas e fugiam e todas as pessoas que encontrava perguntavam-me porque é que eu estava ali de uma forma que me fazia sentir indesejável,0
não me sinto inibido e posso resolver meus problemas,0
eu arrisquei e continuei chorando na esperança de que ela pudesse se sentir benevolente,1
fiz isso na esperança de ser inspirador e ao mesmo tempo procurar consolo nas pessoas em vez de em Deus e na prova de que talvez eu possa fazer algo de bom enquanto me sinto tão horrível,0
estou me sentindo melancólico com todas as coisas de volta às aulas hoje,0
gostei que Ros não se sinta intimidada pela riqueza de Anna e que Anna não se sinta culpada ou superior em relação à sua riqueza e que ela goste disso,1
eu sinto que tenho estado muito irritado na escola esses dias,2
vejo-a juntar os seus pequenos blocos e enfiá-los debaixo da barriga como uma galinha vermelha arrulhar e abraçar a sua boneca macia e olhar com interesse para outros bebés não posso deixar de me sentir emocionado por ela ser a nossa primogénita,1
sinto que ele tenta permanecer o mais fiel possível ao que ele percebe como os eventos reais que aconteceram naquela montanha,1
"não sinto que sou hostil com os outros, apenas não consigo ser gentil com eles",2
fico feliz em ter meu pequeno blog para compartilhar com vocês os perigos que vejo no caminho a seguir,1
eu acordo me sentindo irritado e indisposto,2
eu digo que sinto que estou sendo torturada por ele,2
"não posso deixar de olhar para a criança que fui e sentir um pouco de ciúme, mas também estou encantado por viver numa época em que uma criança de nove anos, em algumas partes do mundo, pode ler mil livros por ano, se ela quiser e estiver capaz de",2
estou me sentindo um pouco irritado hoje,2
atrevo-me até a dizer que alguns dos maiores odiadores ainda poderiam se divertir com este filme e não se sentirem irritados com suas performances e personagens,2
"eu faço punjabi lobia masala principalmente durante o inverno, pois sinto que a receita rica em proteínas e temperos é mais quente no inverno",1
começo a me sentir sobrecarregado pelas coisas e anseio por ficar vazio novamente,0
eu me sinto tão entorpecido f,0
sinto mais alegria e expectativa por tudo que é meu direito divino,1
sinto-me emocionado por poder investigar minha própria mitologia pessoal em torno deste assunto,1
eu me sinto criativo agora e isso me deixa feliz,1
eu poderia usar em uma viagem de compras casual para me sentir fabulosa sem sequer tentar,1
"eu quero que os outros sejam felizes, mas isso significa que eu recuo mais uma vez, parece que e permito que eles sejam felizes porque eles merecem ou eles merecem ou eu",1
"estou me limitando ao que posso razoavelmente fazer sem causar lesões maiores, mas tenho que fazer algum tipo de exercício físico ou começo a me sentir péssimo comigo mesmo",0
"eu me sinto muito sortudo por morar em Portland, terra de comida deliciosa",1
eu estava me sentindo muito mal-humorado esta manhã e parar aqui realmente me fez sentir muito melhor,2
não senti frio lá em cima porque tínhamos fogo todas as noites,2
também estou me sentindo irritado com isso porque o irmão cientista do personagem principal observando a lua menciona que há gravidade zero lá,2
"eu pessoal, se estou me sentindo sociável",1
eu sinto essas forças divinas tão fortemente que às vezes me pergunto se os ateus agnósticos e os fundamentalistas judaico-cristãos têm algum sentimento ou excitação em seus corações,1
comecei a me sentir desanimado com a ideia de estar lá mais de um dia,0
"já estou me sentindo sentimental sobre sua época como recém-nascido, pois ele era tão pequenino e, infelizmente, superou algumas roupas favoritas",0
eu sinto como se estivesse em uma versão mais inocente de uma noite só,1
"termino de digitar este post percebo que estou bem, não me sinto mais irritado, irritado ou até triste",2
"recuso-me a avaliar o livro, mas se ela e sua editora se sentem esnobes, acredite em mim quando digo que Jeanette Winterson não consegue escrever e essencialmente não deseja fazer nada com escopo para explorar",2
"eu me sinto mesquinho, mesmo que os pensamentos não sejam pensamentos realmente concretizados, apenas esses pensamentos esvoaçantes, eu deveria me sentir assim",2
eu sinto que consegui confiar em meus instintos,1
me sinto tão complacente e começo a pensar que sou muito inteligente,1
eu sinto que se os jornalistas me culpassem,0
coloco minha perna em volta da sua e envolvo meus braços sob os seus para me sentir seguro novamente,1
"eu sinto que não sou bonita o suficiente, minha personalidade é muito chata e desagradável",0
estou tão aliviado e animado e me sinto confiante novamente,1
"estou orgulhoso, mas ter criado algo que interessa a outras pessoas, mesmo que apenas o suficiente para clicar, me faz sentir tão maravilhoso",1
eu troquei de música porque aquela estava começando a me deixar um pouco melancólico e quem diabos precisa disso,0
às vezes sinto vergonha de falar com ele porque me sinto muito pequeno nesses momentos como se ele estivesse me fazendo um favor e eu não merecesse atenção,0
"pareço ter muito direito, mas você não consegue evitar de se sentir desapontado, embora já soubesse que seria",0
lembro-me de sentir como meu marido se sentia quando eu via as pessoas sendo rudes com minha mãe e minha mãe apenas sendo doce com elas,2
eu me sinto mais inteligente,1
eu estava sentindo remorso pelo meu café da manhã e então tomei um comprimido para emagrecer,0
"sinto como se o conceito de mudança de estilo de vida, em vez de perda de peso, tivesse sido espancado até a morte, mas é realmente algo em que acredito e que estou vivenciando atualmente",0
"não sei quais serão meus próximos passos, mas não me sinto mais perdido",0
eu tenho me sentido horrível,0
acredito que só de imaginar como seria atuar ao vivo diante de um público já me sentiria feliz,1
"eu odeio o momento em que me sinto completamente perfeito com as pessoas ao meu redor que eu mais amo, desaparecendo de repente",1
"lembro-me de sentir um pouco de ciúme e perceber que nosso tempo juntos não era apenas sobre mim, mas que ele tinha uma rede maior de interações sociais, tudo pronto em andamento antes de eu chegar lá",2
eu me sinto muito tranquilo onde estou agora,1
"sinto-me impaciente, mas não tenho certeza do que estou procurando",2
"eu estava sozinho, chorando e me sentindo mal amado, embora soubesse que sou",0
eu sinto que depois de tudo eu não fui nada além de sincero o que mais me incomoda é que você queria me machucar você até me contou,1
"sinto que tinha tanto para escrever e depois me distraí com minha casa em um desafio de quarta-feira à noite e, portanto, perdi minha linha de pensamento",2
eu estava começando a me sentir um pouco estressado,0
sinto vergonha de não ter lido ainda,0
"ouço falar de uma adolescente arrasada por uma espinha no rosto na manhã do baile, me sinto arrasado por ela",0
às vezes não me sinto bem-vindo no trabalho e acho que as pessoas podem estar falando sobre mim rel bookmark às vezes não me sinto bem-vindo no trabalho e acho que as pessoas podem estar falando sobre mim abril uma aula url fn n href http www,0
sinto que deveria ir ao supermercado e comprar algo totalmente delicioso para o jantar com o dinheiro que minha mãe colocou na minha conta hoje,1
i feel fine e terminando com eight days a week um ano depois,1
sinto-me cheio de energia todos os dias e super positivo,1
sinto que estou completamente insatisfeito com o mundo inteiro e todos os personagens humanos são inconsistentes,2
"quero dizer, como você se sentiria se Euan fosse preso por assassinato, mas você soubesse que ele era inocente",1
"experimentei muitas das experiências que ela menciona e, infelizmente, isso me fez perceber que a maioria das mulheres sente que seus planos de carreira serão de alguma forma determinados por seus parceiros, se eles as apoiarem ou não, seus filhos, colegas de trabalho, etc.",1
"eu sabia desde o ensino médio e ele é muito tranquilo diz que a garota se sente insultada e ameaçada pelo blog que eu escrevi e gostaria que eu pedisse desculpas e se a ofendi, sinto muito",2
não me sinto tão talentoso em impactar como as coisas acabam no momento,1
eu me sinto cada vez mais feliz e isso é tão bom,1
estou me sentindo particularmente perigoso com um biscoito de chocolate,2
estou me sentindo bem e sempre tem uma mão em mim ou senta bem perto,1
"estou me sentindo bastante tranquilo agora, apesar de ter tido uma TPM intensa nos últimos dias, o que significa que provavelmente entrarei em erupção com pouco ou nenhum aviso",1
sinto-me como uma vítima inocente sinto que não posso vencer,1
"na verdade, pensei que me sentiria incomodado por ser deles, já que ehb e a outra mulher passaram um bom tempo juntos lá, mas não senti muita coisa",2
sinto que eles são sinceros em querer resolver essas queixas,1
eu me sinto incomodado,2
"eu geralmente uso escadas, há algumas delas, mas ocasionalmente, quando me sinto particularmente letárgico por causa de uma série de noites consecutivas, eu me curvo para facilidade e conveniência",0
"eu me sinto meio patético dizendo que meu iPhone, internet e TV são meus itens obrigatórios, mas vamos ser honestos, eles são",0
"acho que embora eu possa entender a preocupação deles, não posso deixar de me sentir um pouco rejeitado",0
"eu, homem, sou estúpido primeiro por mulher chorar, bebês e deveria superar isso e você se sente muito bem por colocar os homens estúpidos em seus lugares",1
"tenho orado todos os dias sobre isso e me sinto cada vez mais convencido de que foi para isso que Deus me chamou, então veremos",1
adoro tudo o que estou aprendendo e sou realmente apaixonado por design,1
sinto que meu cérebro está danificado e está piorando neste momento,0
"Não estou me sentindo muito aventureiro, além disso, tenho familiares visitando, então não posso negligenciá-los completamente, o que significa que tudo será normal para mim",1
"o funeral de uma amiga que morreu em um acidente de carro, ela era da minha idade",0
eu estava me perguntando por que estava me sentindo tão extasiado,1
"eu, dentre todas as pessoas, realmente não tenho muitos problemas em falar sobre como me sinto, dizendo que estou apaixonado, então, afinal, reclamei sobre os últimos meses, foi em vão",0
não consigo imaginar a agonia que essas pessoas sentem esperando por notícias sobre suas próprias coisas sentimentais,0
eu me sinto todo bagunçado,0
"eu faço isso, me sinto letárgico, sem inspiração e na manhã seguinte vou tentar sozinho",0
eu me sinto apenas insultado,2
quando um amigo muito próximo com quem tenho uma relação muito íntima e corporal ele tinha namorada começou a me evitar e não queria mais falar comigo,2
eu uso um léxico elevado para me sentir mais inteligente,1
me sinto injustiçado pelo mundo,2
sinto-me letárgico e preguiçoso e completamente descomposto se não estiver vestido com algo assim,0
sinto que o editor-diretor perdeu um momento de aprendizado quando Tiphany fez seus comentários sobre ser bom se sentir como todo mundo,0
escreverei qualquer coisa se me apaixonar ou pelo menos se realmente me interessar,1
"tenho trabalhado duro para abalar esses sentimentos porque ser popular ou ser um romance de gênero ou ficção não literária não torna um livro menos legítimo ou menos algo para ler, apreciar e analisar",1
sinto-me agitado e vazio e faltando alguma coisa,2
"percebi que, ao ignorá-lo, não sou melhor e é doloroso me sentir tão impotente contra isso",0
eu me sentiria alegre,1
eu me sinto tão mal por ter ignorado seu doce e-mail até agora,0
"estou me sentindo profundamente ofendido, com grandes sentimentos de mágoa, na verdade",2
"eu meio que roubei o cliente do Joshua, me diverti",1
sinto-me emocionado com a sua presença em seus olhos sinto a crença na paz na sinceridade,1
"não sei por que, mas nunca me senti assim com mais ninguém, realmente não posso ficar sem Linus, eu o amo e nunca pensei que poderia amar alguém depois de passar por alguns relacionamentos fodidos",2
não me sinto bem-sucedido se isso faz sentido,1
estou me sentindo deprimido e esquecido,0
sinto que minha vida está praticamente perfeita em todos os sentidos agora e estou muito feliz,1
"eu só sinto que se eu não sofrer para produzir algo, então não vale a pena",1
"eu estava me sentindo criativo, vejo você como uma versão alternativa de mim",1
sinto que isto mostra a mudança que muitos países fizeram e que muitos países estão a caminho de tomar esta decisão que inclui apoiar e aumentar as mulheres em todas as áreas da vida,1
eu sinto que sou aquela lata de lixo suja nas ruas que ninguém realmente procurou,0
eu acordo e me sinto absolutamente inútil,0
"eu sinto que fica lindo com cachos, então em vez de fazer a transição completa acabei ficando com luzes vermelhas extremamente naturais na parte inferior do meu cabelo",1
sinto que vai começar a doer de novo quando a estação das chuvas voltar no próximo ano,0
"Fico feliz em saber o motivo do meu recente lapso de sanidade, mas ainda sinto que quero entrar em um ataque violento ao menor inconveniente para mim",2
"eu, pelo menos, sento e fico olhando para uma tela de computador em branco por um tempo, coço a cabeça algumas vezes, bebo alguns bules de café e então me sinto triunfante quando escrevo minha primeira frase e essa primeira frase geralmente consiste em uma piada sobre cocô",1
eu me sinto tão extasiado que apenas ser normal parece uma queda de mil quilômetros e ser infeliz é insuportável,1
li em uma sessão horrível e me fez sentir vergonha do mundo em que vivemos,0
pude sentir seu doce espírito e fiquei feliz por ajudá-lo,1
eu me sinto melhor,1
eu assisto hgtv e sinto que não sou tão talentoso,1
"nunca me sinto corajoso e nem quero ser, pois acredito que para ser corajoso você tem que fazer uma escolha consciente se quer ser corajoso ou não",1
me sinto ofendido com essa pergunta,2
"eu me sinto odiado e não desejado, mas apenas sou ignorado",0
"eu expresso o gene desta voz dominante, é maravilhoso, como se eu fosse realmente esse escritor, esse poeta que era tão despreocupado e louco",1
eu me pergunto se você está com ciúmes ou sentimento de descontentamento ou cobiça,0
"estou me sentindo tão deprimido ultimamente, apenas a sensação de desesperança é muito perturbadora, me deixando cansado e enjoado de viver esse tipo de vida",0
acho que estou me sentindo um pouco rebelde,2
"sinto-me muito resolvido, mas de alguma forma muito deprimido",1
já estou me sentindo um pouco estressado com isso,0
"sinto que é um favorito aceitável, mas em nenhum lugar posso ver um terpeno responsável por seu sabor",1
eu sou um href http me sentindo tonto,0
"Ganhei peso, mas realmente gostaria de perder quilos para sentir que finalmente cheguei a um lugar feliz e aceitável",1
sinto que este livro explica bem as coisas e é fácil de usar,1
sinto-me resignado com o que consegui e dócil,0
"eu ainda me sinto tão sozinho, eu simplesmente não posso te dar nada para você chamar de seu e eu posso sentir você respirando e isso me mantém acordado, você pode sentir isso batendo",0
eu me sinto muito alegre,1
leio casos de filhos que ignoram os pais velhos e indefesos sinto-me muito infeliz e triste,0
"sinto-me humilhada pelo que meu corpo não consegue fazer, mas quando meu marido avança em minha direção, isso me lembra que, apesar de tudo o que Ra tenta tirar da minha vida, ele ainda me acha não apenas sexualmente atraente, mas também bonita",0
eu me sinto meio sozinho e desamparado em,0
me sinto totalmente ignorado e excluído,0
"estou apenas me sentindo seriamente chateado comigo mesmo por ter feito algo fantástico, mas totalmente estúpido",2
"eu gostaria de poder dizer ei, você sabe, se eu morresse amanhã, não me sentiria traído na vida ou arrependido por não ter realizado algo",0
"eu poderia pesquisar e agir como se soubesse o que é e mentir para você sobre isso e me sentir orgulhoso de saber tudo, mas francamente, sou muito preguiçoso para tudo isso",1
vou para casa me sinto tão vazio,0
"tenho algo para contar a vocês, meninas, finalmente me sinto corajoso o suficiente para compartilhar a notícia",1
me sinto derrotado como a presa de um leão,0
"estou animado, espero que eles sejam mais pessoais conosco e não vou sentir que estou entrando e saindo apressado",2
cerco-me de versículos bíblicos que me ajudam a transcender para um espaço onde me sinto seguro e protegido,1
"sinto-me um pouco menos triste, um pouco mais otimista ou um pouco mais preparado para enfrentar o que a vida coloca em meu caminho",0
"não vou mentir, estou um pouco preocupado e nervoso e me sinto inadequado para o trabalho, mas farei o meu melhor, isso é tudo que meu pai celestial quer de mim",0
eu me livro da carapaça de sujeira que me envolveu nas últimas trinta horas me sinto revigorado e finalmente pronto para enfrentar o dia,1
"Eu tenho sido uma garota ocupada, mas tem sido um tipo muito bom de ocupação e estou me sentindo muito feliz com as coisas agora e estou adorando meu novo começo em Glasgow",1
quando minha mãe me manteve na liderança,2
